shot_id,shot_made_flag
1,0.3851789860887878
8,0.36326803099819066
17,0.6579802371526743
20,0.6796792947323252
33,0.3805834045655278
34,0.4719811234022809
35,0.435997808832065
36,0.41155009317795516
37,0.6349134980957689
38,0.3847889201644663
45,0.40101753605060764
50,0.3271056719033385
55,0.3308216742831046
60,0.28938224867265255
66,0.2973471649172953
67,0.3070152509324909
71,0.4035081438844001
80,0.25923887585269123
85,0.3082612921728494
86,0.6009658306790525
95,0.5719316951182344
104,0.413056908312835
113,0.36179620496857146
123,0.344607934466284
126,0.8396973912594933
133,0.5988955455878523
141,0.28582614133904993
144,0.4112522738236696
150,0.6804708103128938
152,0.41200196045679627
153,0.6809108152782799
156,0.5095007326133926
159,0.9200546591726495
165,0.7650819103585198
172,0.44193123163871867
182,0.8856788229073091
192,0.40391207279252245
193,0.6791798994698335
196,0.39189924929297315
202,0.3351497946096508
210,0.3634162849264157
211,0.3920061341085145
228,0.8823883297549165
257,0.4177135040251866
260,0.41919874057774387
264,0.3915317269967957
267,0.5873695033097144
279,0.8770505738800872
282,0.4410546853526551
293,0.33927917352126036
299,0.8228863645762033
300,0.6930505897885382
301,0.8132746347565574
317,0.37070367297655793
327,0.40256351081374653
328,0.28090757464594257
335,0.3668936745161877
346,0.7900771294698583
348,0.24212814611273978
365,0.42537374464505057
390,0.6638013903054333
391,0.658377880599541
392,0.7797520763849867
397,0.37764961397898555
418,0.39210335963508647
428,0.3406457940994856
434,0.629386624545392
439,0.41957131847810086
440,0.4254898763876528
456,0.42383127006837124
459,0.25071312011494445
472,0.42637965545350087
480,0.2515482651304235
491,0.35376776977880636
497,0.41847284196967655
509,0.42562827206453463
511,0.4221108714645139
523,0.2609037734844066
533,0.431589088580675
544,0.3979822934979348
546,0.38484035898870617
555,0.6629545692061071
558,0.3926135001960745
560,0.33542972003942323
573,0.28065759094787723
591,0.39376138517780335
596,0.3195178733616131
597,0.354956192602331
601,0.6161419940807931
605,0.46974738657863613
617,0.33062378724190844
628,0.30860235315254503
634,0.3938888490621952
646,0.2825060570028255
649,0.4121444240959424
651,0.6894468083976898
654,0.7698449034374764
656,0.430276098957905
657,0.46491781388640296
669,0.36594734578699034
670,0.8896406572664864
693,0.7060546258485152
694,0.24459506773896852
699,0.41592652128338997
711,0.36423705065866
718,0.3810415730604244
722,0.392662719374496
723,0.41621674234554157
725,0.650502531891781
734,0.32881514867213335
735,0.37703054629396515
737,0.8047088824740237
746,0.2757191056069497
747,0.7287177919155503
766,0.3550992150352947
767,0.36843785530326245
771,0.308644166004647
773,0.2900866015560709
774,0.43341203495622477
783,0.2947494612340336
784,0.41619158004608076
789,0.31402584345098783
792,0.40448073366657106
804,0.3113604683979921
809,0.3886454153629888
812,0.3713718381044265
813,0.38564747174470876
817,0.34104227988513985
820,0.34674477751072624
825,0.3614448552395498
826,0.35335362353571487
829,0.3979300495116875
855,0.4291215066159066
859,0.7126025077782164
862,0.3920183178236417
870,0.41562419761790675
876,0.37312262946845537
880,0.37600432439249354
886,0.9364305744971866
889,0.851402950722265
891,0.3913745828925132
897,0.9294132950865226
902,0.4004086194602218
903,0.3392528681547952
908,0.3624574124105737
909,0.3832944003062841
920,0.3385159960365345
922,0.39055553715279073
924,0.6919026032912919
932,0.3823129059709129
934,0.391367760310284
937,0.39122169272178026
941,0.3866265829835853
943,0.39510285920972316
950,0.4088641800799474
952,0.3578562884294416
954,0.8934972271153824
963,0.35751219022620445
975,0.37343415877146097
979,0.4047928373476589
981,0.3947438765796012
983,0.30029711634567446
985,0.4489377386835604
989,0.4099311113074177
995,0.4064487254660905
998,0.39207818984994736
1008,0.2860130957756916
1019,0.5962332536400706
1023,0.4328939394614793
1026,0.3644714517070193
1029,0.6652205527303702
1034,0.8584809808318039
1036,0.707781906091442
1038,0.33451100066310874
1039,0.7008839180383095
1051,0.5121322422068629
1052,0.3083087146814192
1066,0.3067825101979502
1087,0.23287995464519004
1092,0.29725040513550993
1094,0.7193001092581619
1098,0.40787048621617816
1099,0.39649318842541126
1102,0.3849211732932672
1118,0.41133572231796445
1131,0.3195614213445318
1133,0.7115460097031618
1135,0.8941672259520184
1138,0.4396800670372119
1139,0.7851230234498402
1142,0.40716045759933417
1151,0.3713051330611095
1152,0.4051889359812531
1155,0.6501844827933985
1165,0.351550563243604
1167,0.8179974697632982
1172,0.3813331893454161
1174,0.6599634767183683
1180,0.43818570162540765
1200,0.39684533730159616
1202,0.37952564536709466
1227,0.5847396549552047
1228,0.6371462234733913
1229,0.3293643080049255
1237,0.3606200132747781
1241,0.38042310917439187
1256,0.2958149711572766
1279,0.40996671022761
1293,0.3338404876489751
1295,0.2905707167927821
1319,0.7131489646212376
1320,0.37016008598763306
1321,0.8416145484390503
1322,0.7488065011088667
1334,0.25779649028535123
1351,0.771127426082132
1373,0.2801618404705708
1375,0.3052668748145953
1380,0.4379699474266695
1382,0.6847649903315728
1385,0.5254994836736026
1399,0.39729377473247124
1403,0.8816682621108877
1428,0.287388236691154
1434,0.3267006199492378
1444,0.8938321729198716
1448,0.3594325490522989
1466,0.844747547660999
1476,0.4029644021209421
1478,0.39950027627305373
1485,0.3646756592703603
1491,0.6796805879939437
1494,0.6843819420635441
1500,0.32993672806702967
1501,0.6008290156918863
1503,0.4095682005803006
1519,0.6111040294177515
1524,0.36791282217866705
1529,0.8063546749426278
1533,0.7724840542582228
1538,0.9311739747698365
1539,0.3926821670719606
1546,0.4224331150632243
1555,0.321462649075638
1559,0.3907016931661574
